curves,energy,count
1,106.1389,179
1,106.22514,196
1,106.31146,200
1,106.39778,206
1,106.48409,210
1,106.57041,198
1,106.65673,206
1,106.74304,192
1,106.82936,154
1,106.91568,115
1,107.00199,84
1,107.08831,64
1,107.17463,53
1,107.26094,52
1,107.34726,51
1,107.43358,44
1,107.51989,46
1,107.60621,45
1,107.69253,45
2,96.707474,52
2,96.784326,52
2,96.86117899999999,50
2,96.938032,52
2,97.014886,56
2,97.091739,62
2,97.168592,60
2,97.245445,57
2,97.322298,65
2,97.399151,62
2,97.476004,59
2,97.552857,62
2,97.62971,68
2,97.706563,77
2,97.783416,68
2,97.860269,74
2,97.937122,78
2,98.013975,90
2,98.090828,89
2,98.167681,90
2,98.244534,87
2,98.321387,88
2,98.39824,88
2,98.475093,89
2,98.551946,91
2,98.628799,101
2,98.705652,94
2,98.782505,100
2,98.859358,113
2,98.936211,126
2,99.013064,114
2,99.089917,118
2,99.16677,126
2,99.243623,135
2,99.320476,127
2,99.397329,135
2,99.474182,133
2,99.551035,138
2,99.627888,123
2,99.704741,128
2,99.781555,138
2,99.857562,131
2,99.931347,131
2,100.00147,132
2,100.06672,134
2,100.12793,129
2,100.18718,133
2,100.24653,132
2,100.30787,126
2,100.37207,130
2,100.43961,138
2,100.51095,140
2,100.58601,136
2,100.66268,146
2,100.73837,146
2,100.81051,151
2,100.87796,154
2,100.94281,147
2,101.00755,141
2,101.07467,146
2,101.14471,146
2,101.21544,143
2,101.2844,149
2,101.34928,150
2,101.41086,151
2,101.47282,155
2,101.53894,162
2,101.61251,153
2,101.69128,155
2,101.76964,156
2,101.84195,150
2,101.90388,142
2,101.9596,158
2,102.0166,154
2,102.08236,149
2,102.16182,146
2,102.24993,141
2,102.33929,138
2,102.42247,148
2,102.495,154
2,102.55942,152
2,102.61933,147
2,102.6783,154
2,102.7394,155
2,102.80493,154
2,102.87714,160
2,102.95809,161
2,103.04576,139
2,103.13413,147
2,103.21695,154
2,103.2886,150
2,103.35064,147
2,103.40926,146
2,103.47077,144
2,103.54042,139
2,103.61649,140
2,103.69435,129
2,103.76935,125
2,103.83803,118
2,103.90189,118
2,103.9637,145
2,104.02626,139
2,104.09132,147
2,104.1581,138
2,104.22543,146
2,104.29213,138
2,104.35799,141
2,104.4244,140
2,104.49289,154
2,104.5649,157
2,104.64005,160
2,104.71598,155
2,104.79024,154
2,104.86053,156
2,104.92621,169
2,104.98785,174
2,105.04605,164
2,105.10174,163
2,105.15855,171
2,105.22125,170
2,105.29465,172
2,105.38154,159
2,105.47579,160
2,105.56879,166
2,105.65193,157
2,105.72042,166
2,105.77986,164
2,105.83764,167
2,105.90109,171
2,105.97404,182
2,106.05427,169
2,106.1389,166
2,106.22514,190
2,106.31146,199
2,106.39778,200
2,106.48409,202
2,106.57041,192
2,106.65673,202
2,106.74304,175
2,106.82936,145
2,106.91568,114
2,107.00199,86
2,107.08831,61
2,107.17463,51
2,107.26094,53
2,107.34726,52
2,107.43358,45
2,107.51989,44
2,107.60621,44
2,107.69253,46
3,96.707474,55
3,96.784326,56
3,96.86117899999999,53
3,96.938032,57
3,97.014886,55
3,97.091739,62
3,97.168592,63
3,97.245445,60
3,97.322298,66
3,97.399151,66
3,97.476004,61
3,97.552857,63
3,97.62971,68
3,97.706563,78
3,97.783416,72
3,97.860269,77
3,97.937122,78
3,98.013975,92
3,98.090828,91
3,98.167681,92
3,98.244534,89
3,98.321387,91
3,98.39824,90
3,98.475093,92
3,98.551946,91
3,98.628799,97
3,98.705652,96
3,98.782505,101
3,98.859358,110
3,98.936211,128
3,99.013064,117
3,99.089917,117
3,99.16677,124
3,99.243623,132
3,99.320476,125
3,99.397329,138
3,99.474182,134
3,99.551035,135
3,99.627888,131
3,99.704741,129
3,99.781555,140
3,99.857562,128
3,99.931347,130
3,100.00147,127
3,100.06672,135
3,100.12793,133
3,100.18718,134
3,100.24653,134
3,100.30787,126
3,100.37207,134
3,100.43961,140
3,100.51095,144
3,100.58601,136
3,100.66268,149
3,100.73837,147
3,100.81051,146
3,100.87796,155
3,100.94281,150
3,101.00755,143
3,101.07467,150
3,101.14471,150
3,101.21544,145
3,101.2844,149
3,101.34928,148
3,101.41086,157
3,101.47282,151
3,101.53894,161
3,101.61251,149
3,101.69128,157
3,101.76964,153
3,101.84195,152
3,101.90388,138
3,101.9596,155
3,102.0166,154
3,102.08236,150
3,102.16182,148
3,102.24993,143
3,102.33929,141
3,102.42247,153
3,102.495,159
3,102.55942,157
3,102.61933,153
3,102.6783,154
3,102.7394,148
3,102.80493,152
3,102.87714,157
3,102.95809,159
3,103.04576,141
3,103.13413,151
3,103.21695,153
3,103.2886,147
3,103.35064,150
3,103.40926,147
3,103.47077,147
3,103.54042,134
3,103.61649,144
3,103.69435,136
3,103.76935,135
3,103.83803,117
3,103.90189,119
3,103.9637,139
3,104.02626,137
3,104.09132,144
3,104.1581,130
3,104.22543,138
3,104.29213,141
3,104.35799,146
3,104.4244,140
3,104.49289,154
3,104.5649,155
3,104.64005,160
3,104.71598,151
3,104.79024,151
3,104.86053,158
3,104.92621,178
3,104.98785,177
3,105.04605,161
3,105.10174,161
3,105.15855,165
3,105.22125,173
3,105.29465,169
3,105.38154,153
3,105.47579,156
3,105.56879,157
3,105.65193,153
3,105.72042,159
3,105.77986,153
3,105.83764,170
3,105.90109,163
3,105.97404,177
3,106.05427,174
3,106.1389,157
3,106.22514,186
3,106.31146,193
3,106.39778,188
3,106.48409,200
3,106.57041,191
3,106.65673,186
3,106.74304,161
3,106.82936,136
3,106.91568,106
3,107.00199,85
3,107.08831,61
3,107.17463,50
3,107.26094,49
3,107.34726,48
3,107.43358,45
3,107.51989,43
3,107.60621,42
3,107.69253,43
4,96.707474,59
4,96.784326,56
4,96.86117899999999,57
4,96.938032,59
4,97.014886,57
4,97.091739,64
4,97.168592,65
4,97.245445,65
4,97.322298,69
4,97.399151,71
4,97.476004,66
4,97.552857,65
4,97.62971,67
4,97.706563,77
4,97.783416,72
4,97.860269,78
4,97.937122,78
4,98.013975,92
4,98.090828,95
4,98.167681,90
4,98.244534,92
4,98.321387,94
4,98.39824,90
4,98.475093,94
4,98.551946,91
4,98.628799,98
4,98.705652,102
4,98.782505,103
4,98.859358,110
4,98.936211,126
4,99.013064,118
4,99.089917,119
4,99.16677,123
4,99.243623,129
4,99.320476,130
4,99.397329,136
4,99.474182,133
4,99.551035,137
4,99.627888,136
4,99.704741,133
4,99.781555,139
4,99.857562,125
4,99.931347,129
4,100.00147,131
4,100.06672,139
4,100.12793,136
4,100.18718,138
4,100.24653,138
4,100.30787,127
4,100.37207,138
4,100.43961,143
4,100.51095,143
4,100.58601,140
4,100.66268,155
4,100.73837,147
4,100.81051,146
4,100.87796,150
4,100.94281,156
4,101.00755,145
4,101.07467,154
4,101.14471,153
4,101.21544,150
4,101.2844,152
4,101.34928,148
4,101.41086,156
4,101.47282,152
4,101.53894,154
4,101.61251,145
4,101.69128,152
4,101.76964,154
4,101.84195,152
4,101.90388,140
4,101.9596,153
4,102.0166,156
4,102.08236,150
4,102.16182,147
4,102.24993,149
4,102.33929,143
4,102.42247,154
4,102.495,163
4,102.55942,161
4,102.61933,157
4,102.6783,148
4,102.7394,145
4,102.80493,151
4,102.87714,160
4,102.95809,156
4,103.04576,148
4,103.13413,153
4,103.21695,151
4,103.2886,150
4,103.35064,151
4,103.40926,140
4,103.47077,144
4,103.54042,138
4,103.61649,153
4,103.69435,144
4,103.76935,139
4,103.83803,122
4,103.90189,125
4,103.9637,137
4,104.02626,136
4,104.09132,145
4,104.1581,127
4,104.22543,127
4,104.29213,144
4,104.35799,144
4,104.4244,145
4,104.49289,147
4,104.5649,153
4,104.64005,159
4,104.71598,154
4,104.79024,152
4,104.86053,158
4,104.92621,182
4,104.98785,166
4,105.04605,160
4,105.10174,166
4,105.15855,172
4,105.22125,169
4,105.29465,168
4,105.38154,151
4,105.47579,153
4,105.56879,152
4,105.65193,152
4,105.72042,154
4,105.77986,145
4,105.83764,162
4,105.90109,160
4,105.97404,179
4,106.05427,171
4,106.1389,159
4,106.22514,188
4,106.31146,187
4,106.39778,181
4,106.48409,194
4,106.57041,191
4,106.65673,181
4,106.74304,163
4,106.82936,134
4,106.91568,107
4,107.00199,84
4,107.08831,58
4,107.17463,49
4,107.26094,46
4,107.34726,45
4,107.43358,43
4,107.51989,42
4,107.60621,40
4,107.69253,41
5,96.707474,60
5,96.784326,60
5,96.86117899999999,64
5,96.938032,61
5,97.014886,58
5,97.091739,65
5,97.168592,66
5,97.245445,68
5,97.322298,73
5,97.399151,75
5,97.476004,67
5,97.552857,66
5,97.62971,71
5,97.706563,73
5,97.783416,72
5,97.860269,77
5,97.937122,81
5,98.013975,92
5,98.090828,100
5,98.167681,89
5,98.244534,95
5,98.321387,96
5,98.39824,92
5,98.475093,99
5,98.551946,92
5,98.628799,98
5,98.705652,105
5,98.782505,106
5,98.859358,114
5,98.936211,126
5,99.013064,115
5,99.089917,123
5,99.16677,126
5,99.243623,124
5,99.320476,133
5,99.397329,131
5,99.474182,133
5,99.551035,140
5,99.627888,142
5,99.704741,138
5,99.781555,138
5,99.857562,125
5,99.931347,130
5,100.00147,136
5,100.06672,143
5,100.12793,138
5,100.18718,138
5,100.24653,140
5,100.30787,131
5,100.37207,137
5,100.43961,144
5,100.51095,150
5,100.58601,140
5,100.66268,156
5,100.73837,149
5,100.81051,143
5,100.87796,146
5,100.94281,163
5,101.00755,150
5,101.07467,149
5,101.14471,149
5,101.21544,152
5,101.2844,155
5,101.34928,147
5,101.41086,155
5,101.47282,150
5,101.53894,154
5,101.61251,146
5,101.69128,149
5,101.76964,153
5,101.84195,145
5,101.90388,139
5,101.9596,154
5,102.0166,150
5,102.08236,148
5,102.16182,149
5,102.24993,152
5,102.33929,141
5,102.42247,148
5,102.495,154
5,102.55942,167
5,102.61933,161
5,102.6783,152
5,102.7394,147
5,102.80493,153
5,102.87714,158
5,102.95809,149
5,103.04576,149
5,103.13413,151
5,103.21695,150
5,103.2886,145
5,103.35064,147
5,103.40926,136
5,103.47077,140
5,103.54042,149
5,103.61649,151
5,103.69435,143
5,103.76935,141
5,103.83803,129
5,103.90189,130
5,103.9637,142
5,104.02626,134
5,104.09132,144
5,104.1581,134
5,104.22543,124
5,104.29213,140
5,104.35799,141
5,104.4244,151
5,104.49289,145
5,104.5649,150
5,104.64005,157
5,104.71598,152
5,104.79024,154
5,104.86053,150
5,104.92621,176
5,104.98785,163
5,105.04605,164
5,105.10174,166
5,105.15855,171
5,105.22125,163
5,105.29465,163
5,105.38154,159
5,105.47579,148
5,105.56879,147
5,105.65193,158
5,105.72042,151
5,105.77986,147
5,105.83764,159
5,105.90109,159
5,105.97404,172
5,106.05427,162
5,106.1389,162
5,106.22514,190
5,106.31146,186
5,106.39778,175
5,106.48409,179
5,106.57041,179
5,106.65673,171
5,106.74304,166
5,106.82936,131
5,106.91568,110
5,107.00199,78
5,107.08831,59
5,107.17463,46
5,107.26094,44
5,107.34726,45
5,107.43358,44
5,107.51989,41
5,107.60621,41
5,107.69253,41
6,96.707474,64
6,96.784326,63
6,96.86117899999999,69
6,96.938032,63
6,97.014886,64
6,97.091739,64
6,97.168592,67
6,97.245445,69
6,97.322298,75
6,97.399151,78
6,97.476004,70
6,97.552857,67
6,97.62971,69
6,97.706563,75
6,97.783416,70
6,97.860269,77
6,97.937122,85
6,98.013975,93
6,98.090828,102
6,98.167681,88
6,98.244534,92
6,98.321387,97
6,98.39824,95
6,98.475093,100
6,98.551946,93
6,98.628799,99
6,98.705652,111
6,98.782505,113
6,98.859358,120
6,98.936211,126
6,99.013064,115
6,99.089917,122
6,99.16677,126
6,99.243623,123
6,99.320476,137
6,99.397329,132
6,99.474182,132
6,99.551035,139
6,99.627888,149
6,99.704741,141
6,99.781555,143
6,99.857562,126
6,99.931347,129
6,100.00147,141
6,100.06672,148
6,100.12793,138
6,100.18718,135
6,100.24653,137
6,100.30787,135
6,100.37207,140
6,100.43961,149
6,100.51095,154
6,100.58601,140
6,100.66268,152
6,100.73837,150
6,100.81051,145
6,100.87796,143
6,100.94281,163
6,101.00755,151
6,101.07467,144
6,101.14471,144
6,101.21544,150
6,101.2844,149
6,101.34928,149
6,101.41086,160
6,101.47282,149
6,101.53894,152
6,101.61251,146
6,101.69128,148
6,101.76964,150
6,101.84195,143
6,101.90388,137
6,101.9596,149
6,102.0166,141
6,102.08236,146
6,102.16182,159
6,102.24993,152
6,102.33929,139
6,102.42247,143
6,102.495,145
6,102.55942,161
6,102.61933,159
6,102.6783,151
6,102.7394,148
6,102.80493,157
6,102.87714,151
6,102.95809,143
6,103.04576,154
6,103.13413,146
6,103.21695,155
6,103.2886,151
6,103.35064,144
6,103.40926,139
6,103.47077,139
6,103.54042,148
6,103.61649,147
6,103.69435,146
6,103.76935,142
6,103.83803,137
6,103.90189,135
6,103.9637,145
6,104.02626,138
6,104.09132,140
6,104.1581,140
6,104.22543,125
6,104.29213,130
6,104.35799,140
6,104.4244,140
6,104.49289,135
6,104.5649,148
6,104.64005,152
6,104.71598,146
6,104.79024,152
6,104.86053,149
6,104.92621,167
6,104.98785,171
6,105.04605,167
6,105.10174,166
6,105.15855,171
6,105.22125,165
6,105.29465,165
6,105.38154,167
6,105.47579,145
6,105.56879,148
6,105.65193,156
6,105.72042,153
6,105.77986,151
6,105.83764,155
6,105.90109,149
6,105.97404,159
6,106.05427,163
6,106.1389,159
6,106.22514,179
6,106.31146,173
6,106.39778,168
6,106.48409,172
6,106.57041,172
6,106.65673,162
6,106.74304,170
6,106.82936,139
6,106.91568,106
6,107.00199,79
6,107.08831,62
6,107.17463,46
6,107.26094,44
6,107.34726,41
6,107.43358,42
6,107.51989,40
6,107.60621,40
6,107.69253,39
7,96.707474,65
7,96.784326,64
7,96.86117899999999,69
7,96.938032,67
7,97.014886,67
7,97.091739,67
7,97.168592,70
7,97.245445,71
7,97.322298,78
7,97.399151,82
7,97.476004,73
7,97.552857,71
7,97.62971,72
7,97.706563,76
7,97.783416,73
7,97.860269,78
7,97.937122,87
7,98.013975,89
7,98.090828,99
7,98.167681,90
7,98.244534,95
7,98.321387,98
7,98.39824,98
7,98.475093,101
7,98.551946,94
7,98.628799,101
7,98.705652,112
7,98.782505,113
7,98.859358,122
7,98.936211,127
7,99.013064,117
7,99.089917,123
7,99.16677,127
7,99.243623,123
7,99.320476,136
7,99.397329,137
7,99.474182,130
7,99.551035,138
7,99.627888,149
7,99.704741,139
7,99.781555,142
7,99.857562,130
7,99.931347,127
7,100.00147,142
7,100.06672,149
7,100.12793,142
7,100.18718,137
7,100.24653,135
7,100.30787,139
7,100.37207,147
7,100.43961,147
7,100.51095,156
7,100.58601,145
7,100.66268,149
7,100.73837,146
7,100.81051,147
7,100.87796,145
7,100.94281,160
7,101.00755,149
7,101.07467,148
7,101.14471,140
7,101.21544,151
7,101.2844,149
7,101.34928,149
7,101.41086,160
7,101.47282,145
7,101.53894,149
7,101.61251,148
7,101.69128,145
7,101.76964,148
7,101.84195,141
7,101.90388,140
7,101.9596,143
7,102.0166,140
7,102.08236,141
7,102.16182,157
7,102.24993,152
7,102.33929,140
7,102.42247,144
7,102.495,141
7,102.55942,154
7,102.61933,147
7,102.6783,146
7,102.7394,152
7,102.80493,158
7,102.87714,144
7,102.95809,141
7,103.04576,158
7,103.13413,144
7,103.21695,152
7,103.2886,151
7,103.35064,140
7,103.40926,139
7,103.47077,146
7,103.54042,140
7,103.61649,144
7,103.69435,147
7,103.76935,143
7,103.83803,142
7,103.90189,134
7,103.9637,137
7,104.02626,139
7,104.09132,135
7,104.1581,138
7,104.22543,122
7,104.29213,126
7,104.35799,134
7,104.4244,134
7,104.49289,130
7,104.5649,148
7,104.64005,152
7,104.71598,146
7,104.79024,155
7,104.86053,158
7,104.92621,159
7,104.98785,174
7,105.04605,166
7,105.10174,160
7,105.15855,166
7,105.22125,159
7,105.29465,171
7,105.38154,173
7,105.47579,147
7,105.56879,147
7,105.65193,162
7,105.72042,159
7,105.77986,153
7,105.83764,149
7,105.90109,142
7,105.97404,148
7,106.05427,157
7,106.1389,159
7,106.22514,175
7,106.31146,159
7,106.39778,164
7,106.48409,167
7,106.57041,163
7,106.65673,160
7,106.74304,161
7,106.82936,140
7,106.91568,98
7,107.00199,83
7,107.08831,58
7,107.17463,47
7,107.26094,46
7,107.34726,40
7,107.43358,41
7,107.51989,40
7,107.60621,41
7,107.69253,39
8,96.707474,68
8,96.784326,72
8,96.86117899999999,72
8,96.938032,70
8,97.014886,67
8,97.091739,66
8,97.168592,68
8,97.245445,71
8,97.322298,82
8,97.399151,85
8,97.476004,75
8,97.552857,74
8,97.62971,73
8,97.706563,79
8,97.783416,79
8,97.860269,82
8,97.937122,89
8,98.013975,89
8,98.090828,96
8,98.167681,91
8,98.244534,99
8,98.321387,98
8,98.39824,102
8,98.475093,99
8,98.551946,94
8,98.628799,103
8,98.705652,111
8,98.782505,113
8,98.859358,122
8,98.936211,127
8,99.013064,122
8,99.089917,127
8,99.16677,130
8,99.243623,127
8,99.320476,134
8,99.397329,135
8,99.474182,133
8,99.551035,141
8,99.627888,151
8,99.704741,142
8,99.781555,143
8,99.857562,134
8,99.931347,131
8,100.00147,141
8,100.06672,152
8,100.12793,141
8,100.18718,141
8,100.24653,132
8,100.30787,141
8,100.37207,147
8,100.43961,147
8,100.51095,153
8,100.58601,147
8,100.66268,153
8,100.73837,148
8,100.81051,146
8,100.87796,149
8,100.94281,162
8,101.00755,151
8,101.07467,152
8,101.14471,144
8,101.21544,148
8,101.2844,151
8,101.34928,149
8,101.41086,151
8,101.47282,147
8,101.53894,149
8,101.61251,145
8,101.69128,147
8,101.76964,148
8,101.84195,145
8,101.90388,145
8,101.9596,147
8,102.0166,145
8,102.08236,142
8,102.16182,150
8,102.24993,151
8,102.33929,147
8,102.42247,135
8,102.495,139
8,102.55942,150
8,102.61933,143
8,102.6783,138
8,102.7394,157
8,102.80493,156
8,102.87714,140
8,102.95809,143
8,103.04576,162
8,103.13413,144
8,103.21695,145
8,103.2886,147
8,103.35064,146
8,103.40926,146
8,103.47077,149
8,103.54042,142
8,103.61649,148
8,103.69435,141
8,103.76935,141
8,103.83803,141
8,103.90189,132
8,103.9637,139
8,104.02626,144
8,104.09132,138
8,104.1581,137
8,104.22543,123
8,104.29213,127
8,104.35799,128
8,104.4244,124
8,104.49289,124
8,104.5649,142
8,104.64005,156
8,104.71598,148
8,104.79024,151
8,104.86053,161
8,104.92621,159
8,104.98785,174
8,105.04605,170
8,105.10174,161
8,105.15855,161
8,105.22125,151
8,105.29465,165
8,105.38154,165
8,105.47579,147
8,105.56879,147
8,105.65193,160
8,105.72042,160
8,105.77986,153
8,105.83764,151
8,105.90109,145
8,105.97404,150
8,106.05427,149
8,106.1389,157
8,106.22514,173
8,106.31146,148
8,106.39778,161
8,106.48409,161
8,106.57041,156
8,106.65673,159
8,106.74304,149
8,106.82936,124
8,106.91568,88
8,107.00199,78
8,107.08831,54
8,107.17463,49
8,107.26094,48
8,107.34726,41
8,107.43358,40
8,107.51989,40
8,107.60621,39
8,107.69253,38
9,96.707474,69
9,96.784326,75
9,96.86117899999999,72
9,96.938032,72
9,97.014886,67
9,97.091739,67
9,97.168592,68
9,97.245445,71
9,97.322298,83
9,97.399151,88
9,97.476004,76
9,97.552857,78
9,97.62971,79
9,97.706563,80
9,97.783416,84
9,97.860269,87
9,97.937122,91
9,98.013975,90
9,98.090828,96
9,98.167681,93
9,98.244534,99
9,98.321387,100
9,98.39824,101
9,98.475093,99
9,98.551946,95
9,98.628799,105
9,98.705652,109
9,98.782505,115
9,98.859358,125
9,98.936211,122
9,99.013064,125
9,99.089917,132
9,99.16677,135
9,99.243623,134
9,99.320476,133
9,99.397329,133
9,99.474182,136
9,99.551035,145
9,99.627888,152
9,99.704741,145
9,99.781555,150
9,99.857562,141
9,99.931347,135
9,100.00147,144
9,100.06672,153
9,100.12793,144
9,100.18718,145
9,100.24653,132
9,100.30787,141
9,100.37207,147
9,100.43961,148
9,100.51095,145
9,100.58601,148
9,100.66268,158
9,100.73837,155
9,100.81051,149
9,100.87796,152
9,100.94281,159
9,101.00755,153
9,101.07467,151
9,101.14471,147
9,101.21544,146
9,101.2844,150
9,101.34928,152
9,101.41086,145
9,101.47282,146
9,101.53894,145
9,101.61251,151
9,101.69128,154
9,101.76964,155
9,101.84195,158
9,101.90388,145
9,101.9596,145
9,102.0166,152
9,102.08236,147
9,102.16182,143
9,102.24993,152
9,102.33929,148
9,102.42247,131
9,102.495,135
9,102.55942,152
9,102.61933,139
9,102.6783,135
9,102.7394,161
9,102.80493,160
9,102.87714,142
9,102.95809,147
9,103.04576,163
9,103.13413,143
9,103.21695,138
9,103.2886,150
9,103.35064,150
9,103.40926,149
9,103.47077,151
9,103.54042,147
9,103.61649,150
9,103.69435,136
9,103.76935,135
9,103.83803,137
9,103.90189,132
9,103.9637,143
9,104.02626,152
9,104.09132,134
9,104.1581,134
9,104.22543,126
9,104.29213,126
9,104.35799,120
9,104.4244,121
9,104.49289,119
9,104.5649,141
9,104.64005,150
9,104.71598,140
9,104.79024,142
9,104.86053,157
9,104.92621,152
9,104.98785,166
9,105.04605,161
9,105.10174,156
9,105.15855,156
9,105.22125,146
9,105.29465,145
9,105.38154,153
9,105.47579,146
9,105.56879,145
9,105.65193,152
9,105.72042,152
9,105.77986,144
9,105.83764,154
9,105.90109,153
9,105.97404,160
9,106.05427,156
9,106.1389,152
9,106.22514,154
9,106.31146,150
9,106.39778,166
9,106.48409,161
9,106.57041,159
9,106.65673,163
9,106.74304,144
9,106.82936,120
9,106.91568,85
9,107.00199,66
9,107.08831,53
9,107.17463,50
9,107.26094,45
9,107.34726,43
9,107.43358,40
9,107.51989,40
9,107.60621,39
9,107.69253,36
10,96.707474,66
10,96.784326,72
10,96.86117899999999,71
10,96.938032,73
10,97.014886,67
10,97.091739,68
10,97.168592,70
10,97.245445,74
10,97.322298,85
10,97.399151,92
10,97.476004,78
10,97.552857,83
10,97.62971,84
10,97.706563,83
10,97.783416,89
10,97.860269,93
10,97.937122,91
10,98.013975,90
10,98.090828,97
10,98.167681,90
10,98.244534,100
10,98.321387,101
10,98.39824,102
10,98.475093,102
10,98.551946,95
10,98.628799,105
10,98.705652,109
10,98.782505,115
10,98.859358,125
10,98.936211,124
10,99.013064,128
10,99.089917,137
10,99.16677,139
10,99.243623,142
10,99.320476,134
10,99.397329,133
10,99.474182,137
10,99.551035,147
10,99.627888,150
10,99.704741,151
10,99.781555,156
10,99.857562,141
10,99.931347,135
10,100.00147,146
10,100.06672,151
10,100.12793,150
10,100.18718,146
10,100.24653,137
10,100.30787,147
10,100.37207,148
